metric
LiabilitiesNoncurrentAsPercentOfRevenue
LiabilitiesAsPercentOfRevenue
CommonStockAsPercentOfRevenue
PaidInCapitalCommonStockAsPercentOfRevenue
AccumulatedOtherIncomeAsPercentOfRevenue
RetainedEarningsAccumulatedAsPercentOfRevenue
EquityAsPercentOfAssets
EquityInNoncontrollingInterestsAsPercentOfRevenue
OperatingCashAsPercentOfRevenue
ExcessCashAsPercentOfRevenue
ReceivablesAsPercentOfRevenue
DebtAsPercentOfRevenue
