metric
PaymentsRelatedToTaxWithholdingForShareBasedCompensation
PaymentsOfDividends
PaymentsForRepurchaseOfCommonStock
ProceedsFromIssuanceOfLongTermDebt
RepaymentsOfLongTermDebt
ProceedsFromRepaymentsOfCommercialPaper
ProceedsFromPaymentsForOtherFinancingActivities
NetCashProvidedByUsedInFinancingActivities
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect
IncomeTaxesPaidNet
Revenues
CostOfRevenue
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost
SellingAndMarketingExpense
GeneralAndAdministrativeExpense
OtherNonrecurringExpense
OperatingExpensesAmortizationOfPurchasedIntangibles
InterestExpenseNonoperating
GainLossOnInvestments
OtherNonoperatingIncome
ShortTermInvestments
PrepaidExpenseAndOtherAssetsCurrent
OperatingLeaseRightOfUseAsset
Goodwill
OtherIntangibleAssetsNet
DeferredIncomeTaxAssetsNet
AccruedLiabilitiesCurrent
DebtCurrent
AccruedIncomeTaxesCurrent
OperatingLeaseLiabilityCurrent
LongTermDebt
ContractWithCustomerLiabilityNoncurrent
AccruedIncomeTaxesNoncurrent
OperatingLeaseLiabilityNoncurrent
PreferredStockValue
CommonStockValue
AdditionalPaidInCapital
TreasuryStockCommonValue
IncreaseDecreaseInOperatingLeaseRightOfUseAssets
OperatingLeaseImpairmentLoss
DeferredIncomeTaxesAndTaxCredits
UnrealizedGainLossOnInvestments
IncreaseDecreaseInReceivables
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets
IncreaseDecreaseInAccruedLiabilities
IncreaseDecreaseInAccruedIncomeTaxesPayable
IncreaseDecreaseInDeferredRevenue
PaymentsToAcquireShortTermInvestments
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments
ProceedsFromSaleOfShortTermInvestments
PaymentsToAcquireBusinessesNetOfCashAcquired
PaymentsToAcquireLongtermInvestments
ProceedsFromSaleOfLongtermInvestments
ProceedsFromSaleOfTreasuryStock
ProceedsFromIssuanceOfDebt
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
InterestPaidNet
FulfillmentExpense
TechnologyAndInfrastructureExpense
MarketingExpense
OtherOperatingIncomeExpenseNet
CostsAndExpenses
InvestmentIncomeInterest
OtherNonoperatingIncomeExpense
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments
IncomeLossFromEquityMethodInvestments
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization
LeaseLiabilityNoncurrent
DeferredIncomeTaxExpenseBenefit
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets
IncreaseDecreaseInOtherNoncurrentAssets
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities
IncreaseDecreaseInContractWithCustomerLiability
PaymentsToAcquireProductiveAssets
ProceedsFromPropertyPlantAndEquipmentSalesAndIncentives
PaymentsToAcquireBusinessesNetOfCashAcquiredAndPaymentsToAcquireNonmarketableSecuritiesAndOther
ProceedsFromSaleAndMaturityOfMarketableSecurities
PaymentsToAcquireMarketableSecurities
ProceedsFromShortTermDebt
RepaymentsOfShortTermDebt
FinanceLeasePrincipalPayments
RepaymentsOfLongTermFinancingObligations
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
GainLossOnSaleOfBusiness
RestructuringCharges
OtherIncomeExpenseNet
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest
IncomeLossFromDiscontinuedOperationsNetOfTax
ProfitLoss
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity
IncomeLossFromContinuingOperations
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity
IncomeLossFromContinuingOperationsPerBasicShare
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare
IncomeLossFromContinuingOperationsPerDilutedShare
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare
PrepaidExpenseCurrent
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures
IntangibleAssetsNetExcludingGoodwill
NetInvestmentInLeaseExcludingAccruedInterestAfterAllowanceForCreditLossNoncurrent
NotesReceivableNet
AccountsPayableAndAccruedLiabilitiesCurrent
ShortTermBorrowings
LongTermDebtAndCapitalLeaseObligationsCurrent
LongTermDebtAndCapitalLeaseObligations
DeferredIncomeTaxLiabilitiesNet
AdditionalPaidInCapitalCommonStock
MinorityInterest
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions
GainLossOnSaleOfInvestments
IncreaseDecreaseInLeasingReceivables
OtherOperatingActivitiesCashFlowStatement
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities
IncreaseDecreaseInOtherOperatingCapitalNet
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
PaymentsToAcquireInterestInSubsidiariesAndAffiliates
PaymentsToAcquireFinanceReceivables
ProceedsFromSalesOfAssetsInvestingActivities
ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations
ProceedsFromRepaymentsOfShortTermDebt
PaymentsOfDividendsCommonStock
ProceedsFromStockOptionsExercised
ProceedsFromMinorityShareholders
PaymentsToNoncontrollingInterests
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations
NetCashProvidedByUsedInDiscontinuedOperations
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations
PreOpeningCosts
InterestAndDebtExpense
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent
ComprehensiveIncomeNetOfTax
AccruedLiabilitiesAndOtherLiabilities
DepreciationAndAmortization
AmortizationOfFinancingCostsAndDiscounts
GainsLossesOnExtinguishmentOfDebt
IncreaseDecreaseInOtherCurrentAssets
IncreaseDecreaseInOtherNoncurrentLiabilities
ProceedsFromLeasePaymentSalesTypeAndDirectFinancingLeasesInvestingActivity
ProceedsFromIssuanceOfOtherLongTermDebt
RepaymentsOfOtherLongTermDebt
ProceedsFromLinesOfCredit
RepaymentsOfLinesOfCredit
PaymentsOfDebtIssuanceCosts
ProceedsFromStockPlans
ProceedsFromFinancingObligations
IncomeTaxesPaid
CapitalExpendituresIncurredButNotYetPaid
StockRepurchasedButNotYetPaid
InterestExpense
InterestAndOtherIncome
NetIncomeLossAttributableToNoncontrollingInterest
ReceivablesNetCurrent
EmployeeRelatedLiabilitiesCurrent
DeferredRevenueCurrent
OperatingandFinancingLeaseRightofUseAssetAmortization
ImpairmentOfAssetsAndOtherNonCashOperatingActivitiesNet
FinancingLeasePaymentsAndOtherFinancingActivitiesNet
PaymentsOfDividendsMinorityInterest
PaymentsToMinorityShareholders
DividendsPayableCurrent
LaborAndRelatedExpense
FuelCosts
CostDirectMaterial
EquipmentRents
PurchasedServicesandOther
NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent
InterestIncomeExpenseNonoperatingNet
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementLoss
CurrentIncomeTaxExpenseBenefit
MaterialsSuppliesAndOther
OtherLongTermInvestments
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent
PensionExpenseReversalOfExpenseNoncash
EquityMethodInvestmentDividendsOrDistributions
PaymentsForTaxSettlement
PaymentsForSettlementOfDerivative
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet
PaymentsToAcquirePropertyWithinConsolidatedSubsidiaryWithNoncontrollingInterest
ProceedsFromSaleOfOtherProductiveAssets
CashAcquiredInExcessOfPaymentsToAcquireBusiness
PaymentsToAcquireHeldToMaturitySecurities
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities
ProceedsFromIssuanceOfCommonStock
RepaymentsOfLongTermDebtAndCapitalSecurities
ProceedsFromRepaymentsOfLinesOfCredit
PaymentsOfFinancingCosts
AmortizationOfIntangibleAssets
RestructuringAndOtherCharges
InvestmentIncomeInterestAndDividend
NotesAndLoansReceivableNetCurrent
NotesAndLoansReceivableNetNoncurrent
DepreciationAmortizationAndOther
AccountsReceivableAndFinancingReceivableCreditLossExpenseReversal
IncreaseDecreaseInFinanceReceivables
IncreaseDecreaseInEmployeeRelatedLiabilities
PaymentsToAcquireInvestments
PaymentsForPurchaseOfInvestmentsInPrivatelyHeldCompanies
ProceedsFromInvestmentsInPrivatelyHeldCompanies
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess
RepaymentsOfConvertibleDebt
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsDisposalGroupIncludingDiscontinuedOperations
OtherCostAndExpenseOperating
IncomeLossFromContinuingOperationsBeforeIncomeLossFromEquityMethodInvestments
CommonStockDividendsPerShareDeclared
CommonStockDividendsPerShareCashPaid
MarketableSecurities
AccountsReceivableNet
NotesReceivableAndNetInvestmentInLeaseNet
FinancingReceivablePledgingPurposeExtensibleEnumeration
OtherReceivables
PropertySubjectToOrAvailableForOperatingLeaseNet
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetExcludingLessorAssetUnderOperatingLeaseAfterAccumulatedDepreciationAndAmortization
FiniteLivedIntangibleAssetsNet
OtherAssets
AssetsOfDisposalGroupIncludingDiscontinuedOperation
SecuredDebt
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent
LongTermDebtAndFinanceLeasesNoncurrent
PensionAndOtherPostretirementDefinedBenefitPlansAndOtherLiabilitiesCurrentAndNoncurrent
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation
RedeemableNoncontrollingInterestEquityCarryingAmount
ProvisionForLoanLeaseAndOtherLosses
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable
IncreaseDecreaseInPensionAndPostretirement
ProceedsFromCollectionOfFinanceReceivables
ProceedsFromSalesOfEquipmentOnOperatingLeases
PaymentsToAcquireEquipmentOnLease
ProceedsFromOrPaymentsForCollateralOnDerivativeInstrumentsInvestingActivities
ProceedsFromDebtMaturingInMoreThanThreeMonths
RepaymentsOfDebtMaturingInMoreThanThreeMonths
RestrictedCashAndCashEquivalents
IncomeTaxesReceivable
IncreaseDecreaseInDeferredIncomeTaxes
IncreaseDecreaseInRetailRelatedInventories
ProceedsFromSaleOfProductiveAssets
ProceedsFromIssuanceOfSeniorLongTermDebt
NetPaymentsForEquitySettlementsWithEmployees
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability
RestructuringSettlementAndImpairmentProvisions
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare
LicensedContentCostsAndAdvances
ProducedAndLicensedContentCosts
LongTermInvestments
ParksResortsAndOtherPropertyGrossExcludingProjectsAndLand
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
ParksResortsAndOtherPropertyAtCostExcludingProjectsAndLand
ConstructionInProgressGross
Land
DeferredTaxAndOtherLiabilitiesNoncurrent
TreasuryStockValue
GoodwillAndIntangibleAssetImpairment
IncreaseDecreaseInFilmCosts1
PensionAndPostretirementMedicalAmortization
PaymentsForProceedsFromInvestments
PaymentsToAcquireEquityMethodInvestments
PaymentsforPurchaseofNoncontrollingandRedeemableNoncontrollingInterest
RevenueNotFromContractWithCustomer
RetailRelatedInventoryMerchandise
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent
RestrictedCashNoncurrent
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent
ImpairmentOfIntangibleAssetsExcludingGoodwill
IncreaseDecreaseInOtherCurrentLiabilities
IncreaseDecreaseInOperatingLeaseRightOfUseAssetandLiabilitiesNet
ProceedsFromInsuranceRecoveries
ProceedsFromPaymentsForProductiveAssetDisposition
ProceedsFromIssuanceOfCommercialPaper
RepaymentsOfCommercialPaper
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions
RestructuringAndRelatedCostIncurredCost
GoodwillImpairmentLoss
OtherAssetImpairmentCharges
InvestmentIncomeNet
DefinedBenefitPlanOtherCosts
NetIncomeLossAttributableToNonredeemableNoncontrollingInterest
NetIncomeLossAttributableToRedeemableNoncontrollingInterest
NetIncomeLossAvailableToCommonStockholdersBasic
TotalOtherAssets
NotesAndLoansPayableCurrent
AccountsPayableTradeCurrent
OtherAccruedLiabilitiesCurrent
StockholdersEquityBeforeTreasuryStock
GainLossOnSaleOfPropertyPlantEquipment
RestructuringCosts
PensionAndOtherPostretirementBenefitExpense
PaymentOfPensionAndOtherPostretirementBenefitContributions
EquityMethodInvestmentRealizedGainLossOnDisposal
IncreaseDecreaseInAccountsPayableTrade
IncreaseDecreaseInOperatingLeaseAssetsAndLiabilitiesNet
PaymentsToAcquireIntangibleAssets
PaymentsForProceedsFromHedgeInvestingActivities
ProceedsFromIssuanceOfLongTermDebtNet
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest
PaymentsForProceedsFromHedgeFinancingActivities
PurchasedTransportationCosts
RentalsAndLandingFees
CostOfPropertyRepairsAndMaintenance
AssetImpairmentCharges
BusinessOptimizationAndRealignmentCosts
SparePartsSuppliesAndFuelLessAllowances
FlightEquipmentCost
PackageHandlingAndGroundSupportEquipment
InformationTechnology
VehiclesAndTrailers
FacilitiesAndOther
PropertyPlantAndEquipmentGross
OtherLongTermAssetsNoncurrentExcludingPropertyAndEquipment
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent
SelfInsuranceAccrualsNoncurrent
LiabilitiesOtherThanLongtermDebtNoncurrent
ProvisionForDoubtfulAccounts
RetirementPlansMarkToMarketAdjustment
BusinessOptimizationAndRealignmentCostsNetOfPayments
IncreaseDecreaseInPensionAndPostretirementHealthcareAssetsAndLiabilitiesNet
ProceedsFromSaleOfPropertyPlantAndEquipment
ProceedsFromIssuanceOrSaleOfEquity
NonmarketableEquitySecuritiesCarryingValue
ImpairmentOfLongLivedAssetsHeldForUse
PaymentsToAcquireBusinessesNetOfCashAcquiredAndPurchasesOfIntangibleAndOtherAssets
RestrictedCashAndCashEquivalentsAtCarryingValue
RestrictedCashAndCashEquivalentsNoncurrent
AcquisitionOfBusinessAndIntangibleAssets
RepurchaseOfCommonStockInAccruedExpensesAndOtherCurrentLiabilities
CashCashEquivalentsAndShortTermInvestments
GainLossOnInvestmentsAndDerivativeInstruments
AcquisitionsNetOfCashAcquiredAndPurchasesOfIntangibleAndOtherAssets
ProceedsFromInvestments
MarketingAndAdvertisingExpense
DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent
InventoryFinishedGoodsNetOfReserves
DeferredIncomeTaxesAndOtherAssetsNoncurrent
DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent
TemporaryEquityCarryingAmountAttributableToParent
Depreciation
AmortizationImpairmentAndOther
ForeignCurrencyTransactionGainLossUnrealized
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities
ProceedsFromRepaymentsOfNotesPayable
RepaymentsOfDebt
DividendsPayableCurrentAndNoncurrent
BusinessCombinationAdvancedConsiderationWrittenOff
PreferredStockValueOutstanding
ProceedsFromSaleOfEquitySecuritiesFvNi
PaymentsToAcquireEquitySecuritiesFvNi
PaymentsForFinancedPropertyPlantAndEquipmentAndIntangibleAssetsFinancingActivities
CloudServicesAndLicenseSupportRevenue
CloudLicenseAndOnPremiseLicenseRevenue
HardwareRevenues
SalesRevenueServicesNet1
CloudServicesAndLicenseSupportExpenses
HardwareExpenses
ServicesExpense
BusinessCombinationAcquisitionRelatedCosts
NonoperatingIncomeExpenseIncludingEliminationOfNetIncomeLossAttributableToNoncontrollingInterests
IncomeLossFromContinuingOperationsIncludingNoncontrollingInterestBeforeIncomeTaxesExtraordinaryItems
AvailableForSaleSecuritiesDebtSecuritiesCurrent
NotesPayableCurrent
LongTermNotesAndLoans
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill
IncomeLossIncludingPortionAttributableToNoncontrollingInterest
InventoryRawMaterialsAndSuppliesNetOfReserves
InventoryWorkInProcessNetOfReserves
ReserveForEsopDebtRetirement
GainLossOnDispositionOfAssets1
OtherNoncashExpense
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths
ProceedsFromStockOptionsExercisedAndOtherFinancingActivities
OtherSellingGeneralAndAdministrativeExpense
IncomeTaxExaminationPenaltiesAndInterestExpense
SeveranceCosts1
PreOpeningCostsReturns
AssetImpairmentAndClosureCosts
GainLossOnDispositionOfAssets
InterestIncomeOther
TotalNonoperatingIncomeExpense
EquityMethodInvestments
ProceedsFromSaleOfOtherPropertyPlantAndEquipment
ProceedsFromDivestitureOfBusinessesNetOfCashDivested
ProductionAndDistributionCosts
StoreOperatingExpenses
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure
DeferredRevenueNoncurrent
CommonStockParOrStatedValuePerShare
CommonStockSharesAuthorized
IncomeLossfromEquityMethodInvestments1
NonCashLeaseExpense
LossOnRetirementAndImpairmentOfAssets
IncreaseDecreaseInOperatingLeaseLiability
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount
BuildingsAndImprovementsGross
FurnitureAndFixturesGross
CapitalizedComputerSoftwareGross
PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization
IncreaseDecreaseInOtherAccruedLiabilities
RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability
OtherIncome
InterestExpenseDebt
FinanceLeaseAndFinancingObligationInterestExpense
FinanceLeaseRightOfUseAsset
FinanceLeaseLiabilityCurrent
FinanceLeaseLiabilityNoncurrent
DepreciationAmortizationAndAccretionNet
IncreaseDecreaseInAccountsAndOtherReceivables
IncreaseDecreaseInAccruedTaxesPayable
PurchaseofNoncontrollingInterest
